,timestamps,response,length,service,ParameterID_Service01,S1_PID_05_EngineCoolantTemp,S1_PID_0B_IntakeManiAbsPress,S1_PID_0C_EngineRPM,S1_PID_0D_VehicleSpeed,S1_PID_11_ThrottlePosition,S1_PID_1F_TimeSinceEngStart
5924,2019-09-27 17:24:32.048850060,4,4,1,31,,,,,,436.0
5925,2019-09-27 17:24:32.087699890,4,3,1,5,79.0,,,,,
5926,2019-09-27 17:24:32.127949953,4,3,1,11,,39.0,,,,
5927,2019-09-27 17:24:32.147749900,4,4,1,12,,,874.0,,,
5928,2019-09-27 17:24:32.167649984,4,3,1,13,,,,52.0,,
5929,2019-09-27 17:24:32.207649946,4,3,1,17,,,,,13.7256,
5930,2019-09-27 17:24:32.247699976,4,4,1,31,,,,,,436.0
5931,2019-09-27 17:24:32.327650070,4,3,1,11,,40.0,,,,
5932,2019-09-27 17:24:32.347700119,4,4,1,12,,,877.0,,,
5933,2019-09-27 17:24:32.367850065,4,3,1,13,,,,51.0,,
5934,2019-09-27 17:24:32.407700062,4,3,1,17,,,,,14.11776,
5935,2019-09-27 17:24:32.447700024,4,4,1,31,,,,,,437.0
5936,2019-09-27 17:24:32.527699947,4,3,1,11,,41.0,,,,
5937,2019-09-27 17:24:32.547699928,4,4,1,12,,,922.0,,,
5938,2019-09-27 17:24:32.567699909,4,3,1,13,,,,50.0,,
5939,2019-09-27 17:24:32.607700109,4,3,1,17,,,,,13.7256,
5940,2019-09-27 17:24:32.647850037,4,4,1,31,,,,,,437.0
5941,2019-09-27 17:24:32.727699995,4,3,1,11,,40.0,,,,
5942,2019-09-27 17:24:32.747950077,4,4,1,12,,,924.0,,,
5943,2019-09-27 17:24:32.767699957,4,3,1,13,,,,50.0,,
5944,2019-09-27 17:24:32.807699919,4,3,1,17,,,,,13.33344,
5945,2019-09-27 17:24:32.847800016,4,4,1,31,,,,,,437.0
5946,2019-09-27 17:24:32.927700043,4,3,1,11,,38.0,,,,
5947,2019-09-27 17:24:32.947700024,4,4,1,12,,,924.0,,,
5948,2019-09-27 17:24:32.967700005,4,3,1,13,,,,49.0,,
5949,2019-09-27 17:24:33.007999897,4,3,1,17,,,,,13.33344,
5950,2019-09-27 17:24:33.047899960,4,4,1,31,,,,,,437.0
5951,2019-09-27 17:24:33.087749958,4,3,1,5,79.0,,,,,
5952,2019-09-27 17:24:33.127749919,4,3,1,11,,37.0,,,,
5953,2019-09-27 17:24:33.148900032,4,4,1,12,,,931.0,,,
5954,2019-09-27 17:24:33.167749882,4,3,1,13,,,,49.0,,
5955,2019-09-27 17:24:33.207750082,4,3,1,17,,,,,13.33344,
5956,2019-09-27 17:24:33.247750044,4,4,1,31,,,,,,437.0
5957,2019-09-27 17:24:33.327749968,4,3,1,11,,36.0,,,,
5958,2019-09-27 17:24:33.347800016,4,4,1,12,,,906.0,,,
5959,2019-09-27 17:24:33.368849993,4,3,1,13,,,,48.0,,
5960,2019-09-27 17:24:33.407799959,4,3,1,17,,,,,12.94128,
5961,2019-09-27 17:24:33.447849989,4,4,1,31,,,,,,438.0
5962,2019-09-27 17:24:33.527750014,4,3,1,11,,35.0,,,,
5963,2019-09-27 17:24:33.548000097,4,4,1,12,,,899.0,,,
5964,2019-09-27 17:24:33.567850113,4,3,1,13,,,,48.0,,
5965,2019-09-27 17:24:33.607850075,4,3,1,17,,,,,13.7256,
5966,2019-09-27 17:24:33.647749900,4,4,1,31,,,,,,438.0
5967,2019-09-27 17:24:33.727750063,4,3,1,11,,36.0,,,,
5968,2019-09-27 17:24:33.747750044,4,4,1,12,,,901.0,,,
5969,2019-09-27 17:24:33.768549919,4,3,1,13,,,,48.0,,
5970,2019-09-27 17:24:33.807849884,4,3,1,17,,,,,13.33344,
5971,2019-09-27 17:24:33.847800016,4,4,1,31,,,,,,438.0
5972,2019-09-27 17:24:33.927750000,4,3,1,11,,35.0,,,,
5973,2019-09-27 17:24:33.947999954,4,4,1,12,,,899.0,,,
5974,2019-09-27 17:24:33.967750072,4,3,1,13,,,,48.0,,
5975,2019-09-27 17:24:34.007800102,4,3,1,17,,,,,13.33344,
5976,2019-09-27 17:24:34.047800064,4,4,1,31,,,,,,438.0
5977,2019-09-27 17:24:34.087800026,4,3,1,5,78.0,,,,,
5978,2019-09-27 17:24:34.127799988,4,3,1,11,,35.0,,,,
5979,2019-09-27 17:24:34.147850037,4,4,1,12,,,904.0,,,
5980,2019-09-27 17:24:34.168050050,4,3,1,13,,,,48.0,,
5981,2019-09-27 17:24:34.208149900,4,3,1,17,,,,,12.94128,
5982,2019-09-27 17:24:34.247849940,4,4,1,31,,,,,,438.0
5983,2019-09-27 17:24:34.327800035,4,3,1,11,,35.0,,,,
5984,2019-09-27 17:24:34.347850084,4,4,1,12,,,916.0,,,
5985,2019-09-27 17:24:34.367850065,4,3,1,13,,,,48.0,,
5986,2019-09-27 17:24:34.407799959,4,3,1,17,,,,,12.94128,
5987,2019-09-27 17:24:34.447900057,4,4,1,31,,,,,,439.0
5988,2019-09-27 17:24:34.527899980,4,3,1,11,,33.0,,,,
5989,2019-09-27 17:24:34.547950029,4,4,1,12,,,913.0,,,
5990,2019-09-27 17:24:34.567850113,4,3,1,13,,,,48.0,,
5991,2019-09-27 17:24:34.607800007,4,3,1,17,,,,,12.54912,
5992,2019-09-27 17:24:34.647850037,4,4,1,31,,,,,,439.0
5993,2019-09-27 17:24:34.727950096,4,3,1,11,,33.0,,,,
5994,2019-09-27 17:24:34.747900009,4,4,1,12,,,901.0,,,
5995,2019-09-27 17:24:34.767999887,4,3,1,13,,,,48.0,,
5996,2019-09-27 17:24:34.807849884,4,3,1,17,,,,,12.54912,
5997,2019-09-27 17:24:34.847850084,4,4,1,31,,,,,,439.0
5998,2019-09-27 17:24:34.927850008,4,3,1,11,,32.0,,,,
5999,2019-09-27 17:24:34.947949886,4,4,1,12,,,897.0,,,
6000,2019-09-27 17:24:34.967950106,4,3,1,13,,,,48.0,,
6001,2019-09-27 17:24:35.007849932,4,3,1,17,,,,,14.902079999999998,
6002,2019-09-27 17:24:35.048099995,4,4,1,31,,,,,,439.0
6003,2019-09-27 17:24:35.087899923,4,3,1,5,78.0,,,,,
6004,2019-09-27 17:24:35.127850055,4,3,1,11,,38.0,,,,
6005,2019-09-27 17:24:35.147900105,4,4,1,12,,,896.0,,,
6006,2019-09-27 17:24:35.167900085,4,3,1,13,,,,47.0,,
6007,2019-09-27 17:24:35.207900047,4,3,1,17,,,,,15.29424,
6008,2019-09-27 17:24:35.247900009,4,4,1,31,,,,,,439.0
6009,2019-09-27 17:24:35.327899933,4,3,1,11,,44.0,,,,
6010,2019-09-27 17:24:35.348000050,4,4,1,12,,,895.0,,,
6011,2019-09-27 17:24:35.367899895,4,3,1,13,,,,47.0,,
6012,2019-09-27 17:24:35.407900095,4,3,1,17,,,,,13.33344,
6013,2019-09-27 17:24:35.447900057,4,4,1,31,,,,,,440.0
6014,2019-09-27 17:24:35.527899980,4,3,1,11,,44.0,,,,
6015,2019-09-27 17:24:35.547899960,4,4,1,12,,,885.0,,,
6016,2019-09-27 17:24:35.567899942,4,3,1,13,,,,47.0,,
6017,2019-09-27 17:24:35.607899904,4,3,1,17,,,,,14.902079999999998,
6018,2019-09-27 17:24:35.648000002,4,4,1,31,,,,,,440.0
6019,2019-09-27 17:24:35.727900028,4,3,1,11,,45.0,,,,
6020,2019-09-27 17:24:35.747999907,4,4,1,12,,,886.0,,,
6021,2019-09-27 17:24:35.767899990,4,3,1,13,,,,46.0,,
6022,2019-09-27 17:24:35.807899952,4,3,1,17,,,,,14.11776,
6023,2019-09-27 17:24:35.847949982,4,4,1,31,,,,,,440.0
6024,2019-09-27 17:24:35.927949905,4,3,1,11,,44.0,,,,
6025,2019-09-27 17:24:35.947999954,4,4,1,12,,,891.0,,,
6026,2019-09-27 17:24:35.967950106,4,3,1,13,,,,46.0,,
6027,2019-09-27 17:24:36.007950067,4,3,1,17,,,,,14.11776,
6028,2019-09-27 17:24:36.047950029,4,4,1,31,,,,,,440.0
6029,2019-09-27 17:24:36.087949990,4,3,1,5,78.0,,,,,
6030,2019-09-27 17:24:36.127949953,4,3,1,11,,44.0,,,,
6031,2019-09-27 17:24:36.148099899,4,4,1,12,,,895.0,,,
6032,2019-09-27 17:24:36.167949915,4,3,1,13,,,,45.0,,
6033,2019-09-27 17:24:36.207999945,4,3,1,17,,,,,13.7256,
6034,2019-09-27 17:24:36.247950077,4,4,1,31,,,,,,440.0
6035,2019-09-27 17:24:36.328099966,4,3,1,11,,43.0,,,,
6036,2019-09-27 17:24:36.348050117,4,4,1,12,,,897.0,,,
6037,2019-09-27 17:24:36.368000030,4,3,1,13,,,,44.0,,
6038,2019-09-27 17:24:36.408050060,4,3,1,17,,,,,14.50992,
6039,2019-09-27 17:24:36.448050022,4,4,1,31,,,,,,441.0
6040,2019-09-27 17:24:36.528000115,4,3,1,11,,43.0,,,,
6041,2019-09-27 17:24:36.548049927,4,4,1,12,,,908.0,,,
6042,2019-09-27 17:24:36.568000078,4,3,1,13,,,,44.0,,
6043,2019-09-27 17:24:36.607949972,4,3,1,17,,,,,13.7256,
6044,2019-09-27 17:24:36.648000002,4,4,1,31,,,,,,441.0
6045,2019-09-27 17:24:36.727950096,4,3,1,11,,42.0,,,,
6046,2019-09-27 17:24:36.748100042,4,4,1,12,,,907.0,,,
6047,2019-09-27 17:24:36.767950058,4,3,1,13,,,,43.0,,
6048,2019-09-27 17:24:36.808000088,4,3,1,17,,,,,13.7256,
6049,2019-09-27 17:24:36.848099947,4,4,1,31,,,,,,441.0
6050,2019-09-27 17:24:36.928149939,4,3,1,11,,41.0,,,,
6051,2019-09-27 17:24:36.948100090,4,4,1,12,,,907.0,,,
6052,2019-09-27 17:24:36.968300104,4,3,1,13,,,,43.0,,
6053,2019-09-27 17:24:37.008049964,4,3,1,17,,,,,14.11776,
6054,2019-09-27 17:24:37.048049927,4,4,1,31,,,,,,441.0
6055,2019-09-27 17:24:37.088000059,4,3,1,5,78.0,,,,,
6056,2019-09-27 17:24:37.128000020,4,3,1,11,,41.0,,,,
6057,2019-09-27 17:24:37.148299932,4,4,1,12,,,904.0,,,
6058,2019-09-27 17:24:37.168050050,4,3,1,13,,,,42.0,,
6059,2019-09-27 17:24:37.208050013,4,3,1,17,,,,,14.11776,
6060,2019-09-27 17:24:37.248049974,4,4,1,31,,,,,,441.0
6061,2019-09-27 17:24:37.328049898,4,3,1,11,,42.0,,,,
6062,2019-09-27 17:24:37.348099947,4,4,1,12,,,896.0,,,
6063,2019-09-27 17:24:37.368050098,4,3,1,13,,,,42.0,,
6064,2019-09-27 17:24:37.407999992,4,3,1,17,,,,,14.11776,
6065,2019-09-27 17:24:37.448050022,4,4,1,31,,,,,,442.0
6066,2019-09-27 17:24:37.528049946,4,3,1,11,,42.0,,,,
6067,2019-09-27 17:24:37.548850060,4,4,1,12,,,899.0,,,
6068,2019-09-27 17:24:37.568049908,4,3,1,13,,,,42.0,,
6069,2019-09-27 17:24:37.608050108,4,3,1,17,,,,,14.11776,
6070,2019-09-27 17:24:37.648149967,4,4,1,31,,,,,,442.0
6071,2019-09-27 17:24:37.728049994,4,3,1,11,,42.0,,,,
6072,2019-09-27 17:24:37.748049974,4,4,1,12,,,900.0,,,
6073,2019-09-27 17:24:37.768150090,4,3,1,13,,,,41.0,,
6074,2019-09-27 17:24:37.808049917,4,3,1,17,,,,,13.7256,
6075,2019-09-27 17:24:37.848249912,4,4,1,31,,,,,,442.0
6076,2019-09-27 17:24:37.928050040,4,3,1,11,,42.0,,,,
6077,2019-09-27 17:24:37.948050022,4,4,1,12,,,894.0,,,
6078,2019-09-27 17:24:37.968100070,4,3,1,13,,,,40.0,,
6079,2019-09-27 17:24:38.008100033,4,3,1,17,,,,,14.50992,
6080,2019-09-27 17:24:38.048150063,4,4,1,31,,,,,,442.0
6081,2019-09-27 17:24:38.088099957,4,3,1,5,78.0,,,,,
6082,2019-09-27 17:24:38.128649950,4,3,1,11,,43.0,,,,
6083,2019-09-27 17:24:38.148099899,4,4,1,12,,,893.0,,,
6084,2019-09-27 17:24:38.168100119,4,3,1,13,,,,39.0,,
6085,2019-09-27 17:24:38.208100080,4,3,1,17,,,,,14.11776,
6086,2019-09-27 17:24:38.248150000,4,4,1,31,,,,,,442.0
6087,2019-09-27 17:24:38.328200102,4,3,1,11,,43.0,,,,
6088,2019-09-27 17:24:38.348150015,4,4,1,12,,,890.0,,,
6089,2019-09-27 17:24:38.368099928,4,3,1,13,,,,39.0,,
6090,2019-09-27 17:24:38.408099890,4,3,1,17,,,,,14.11776,
6091,2019-09-27 17:24:38.448100090,4,4,1,31,,,,,,443.0
6092,2019-09-27 17:24:38.528500080,4,3,1,11,,43.0,,,,
6093,2019-09-27 17:24:38.548150063,4,4,1,12,,,890.0,,,
6094,2019-09-27 17:24:38.568099976,4,3,1,13,,,,38.0,,
6095,2019-09-27 17:24:38.608099937,4,3,1,17,,,,,14.11776,
6096,2019-09-27 17:24:38.648149967,4,4,1,31,,,,,,443.0
6097,2019-09-27 17:24:38.728100060,4,3,1,11,,43.0,,,,
6098,2019-09-27 17:24:38.748150000,4,4,1,12,,,896.0,,,
6099,2019-09-27 17:24:38.768150090,4,3,1,13,,,,37.0,,
6100,2019-09-27 17:24:38.808249950,4,3,1,17,,,,,14.11776,
6101,2019-09-27 17:24:38.848150015,4,4,1,31,,,,,,443.0
6102,2019-09-27 17:24:38.928149939,4,3,1,11,,43.0,,,,
6103,2019-09-27 17:24:38.948149920,4,4,1,12,,,899.0,,,
6104,2019-09-27 17:24:38.968149900,4,3,1,13,,,,37.0,,
6105,2019-09-27 17:24:39.008150000,4,3,1,17,,,,,13.7256,
6106,2019-09-27 17:24:39.048199892,4,4,1,31,,,,,,443.0
6107,2019-09-27 17:24:39.088299990,4,3,1,5,78.0,,,,,
6108,2019-09-27 17:24:39.128149986,4,3,1,11,,43.0,,,,
6109,2019-09-27 17:24:39.148149967,4,4,1,12,,,903.0,,,
6110,2019-09-27 17:24:39.168200016,4,3,1,13,,,,36.0,,
6111,2019-09-27 17:24:39.208149900,4,3,1,17,,,,,14.11776,
6112,2019-09-27 17:24:39.248199940,4,4,1,31,,,,,,443.0
6113,2019-09-27 17:24:39.328200102,4,3,1,11,,43.0,,,,
6114,2019-09-27 17:24:39.348200083,4,4,1,12,,,905.0,,,
6115,2019-09-27 17:24:39.368149996,4,3,1,13,,,,36.0,,
6116,2019-09-27 17:24:39.408149958,4,3,1,17,,,,,14.11776,
6117,2019-09-27 17:24:39.448199987,4,4,1,31,,,,,,444.0
6118,2019-09-27 17:24:39.528150082,4,3,1,11,,40.0,,,,
6119,2019-09-27 17:24:39.548300028,4,4,1,12,,,946.0,,,
6120,2019-09-27 17:24:39.568200000,4,3,1,13,,,,36.0,,
6121,2019-09-27 17:24:39.608200073,4,3,1,17,,,,,13.33344,
6122,2019-09-27 17:24:39.648200035,4,4,1,31,,,,,,444.0
6123,2019-09-27 17:24:39.728199959,4,3,1,11,,36.0,,,,
6124,2019-09-27 17:24:39.748199940,4,4,1,12,,,929.0,,,
6125,2019-09-27 17:24:39.768300056,4,3,1,13,,,,36.0,,
6126,2019-09-27 17:24:39.808249950,4,3,1,17,,,,,11.7648,
6127,2019-09-27 17:24:39.848249912,4,4,1,31,,,,,,444.0
6128,2019-09-27 17:24:39.928400040,4,3,1,11,,31.0,,,,
6129,2019-09-27 17:24:39.948199987,4,4,1,12,,,903.0,,,
6130,2019-09-27 17:24:39.968199968,4,3,1,13,,,,36.0,,
6131,2019-09-27 17:24:40.008249998,4,3,1,17,,,,,11.372639999999999,
6132,2019-09-27 17:24:40.048249960,4,4,1,31,,,,,,444.0
6133,2019-09-27 17:24:40.088449955,4,3,1,5,78.0,,,,,
6134,2019-09-27 17:24:40.128249884,4,3,1,11,,29.0,,,,
6135,2019-09-27 17:24:40.148250103,4,4,1,12,,,944.0,,,
6136,2019-09-27 17:24:40.168250084,4,3,1,13,,,,36.0,,
6137,2019-09-27 17:24:40.208300114,4,3,1,17,,,,,11.7648,
6138,2019-09-27 17:24:40.248250008,4,4,1,31,,,,,,444.0
6139,2019-09-27 17:24:40.328399897,4,3,1,11,,26.0,,,,
6140,2019-09-27 17:24:40.348400116,4,4,1,12,,,1514.0,,,
6141,2019-09-27 17:24:40.368449926,4,3,1,13,,,,35.0,,
6142,2019-09-27 17:24:40.408299923,4,3,1,17,,,,,14.902079999999998,
6143,2019-09-27 17:24:40.448400020,4,4,1,31,,,,,,445.0
6144,2019-09-27 17:24:40.528300047,4,3,1,11,,24.0,,,,
6145,2019-09-27 17:24:40.548350096,4,4,1,12,,,1845.0,,,
6146,2019-09-27 17:24:40.568350077,4,3,1,13,,,,35.0,,
6147,2019-09-27 17:24:40.608350039,4,3,1,17,,,,,14.11776,
6148,2019-09-27 17:24:40.648449898,4,4,1,31,,,,,,445.0
6149,2019-09-27 17:24:40.728349924,4,3,1,11,,24.0,,,,
6150,2019-09-27 17:24:40.748450040,4,4,1,12,,,1833.0,,,
6151,2019-09-27 17:24:40.768949986,4,3,1,13,,,,35.0,,
6152,2019-09-27 17:24:40.808350086,4,3,1,17,,,,,26.27472,
6153,2019-09-27 17:24:40.848500013,4,4,1,31,,,,,,445.0
6154,2019-09-27 17:24:40.928499937,4,3,1,11,,70.0,,,,
6155,2019-09-27 17:24:40.948400020,4,4,1,12,,,1866.0,,,
6156,2019-09-27 17:24:40.968400002,4,3,1,13,,,,35.0,,
6157,2019-09-27 17:24:41.008399963,4,3,1,17,,,,,32.94144,
6158,2019-09-27 17:24:41.048399925,4,4,1,31,,,,,,445.0
6159,2019-09-27 17:24:41.089050055,4,3,1,5,78.0,,,,,
6160,2019-09-27 17:24:41.128400087,4,3,1,11,,94.0,,,,
6161,2019-09-27 17:24:41.148449898,4,4,1,12,,,1905.0,,,
6162,2019-09-27 17:24:41.168499947,4,3,1,13,,,,36.0,,
6163,2019-09-27 17:24:41.208450079,4,3,1,17,,,,,46.274879999999996,
6164,2019-09-27 17:24:41.248300076,4,4,1,31,,,,,,445.0
6165,2019-09-27 17:24:41.328299999,4,3,1,11,,98.0,,,,
6166,2019-09-27 17:24:41.348350048,4,4,1,12,,,1925.0,,,
6167,2019-09-27 17:24:41.368299960,4,3,1,13,,,,37.0,,
6168,2019-09-27 17:24:41.408349990,4,3,1,17,,,,,58.824,
6169,2019-09-27 17:24:41.448450089,4,4,1,31,,,,,,446.0
6170,2019-09-27 17:24:41.528300047,4,3,1,11,,98.0,,,,
6171,2019-09-27 17:24:41.548350096,4,4,1,12,,,1964.0,,,
6172,2019-09-27 17:24:41.568350077,4,3,1,13,,,,38.0,,
6173,2019-09-27 17:24:41.608400106,4,3,1,17,,,,,63.52992,
6174,2019-09-27 17:24:41.648449898,4,4,1,31,,,,,,446.0
6175,2019-09-27 17:24:41.728349924,4,3,1,11,,98.0,,,,
6176,2019-09-27 17:24:41.748549938,4,4,1,12,,,2023.0,,,
6177,2019-09-27 17:24:41.768349886,4,3,1,13,,,,39.0,,
6178,2019-09-27 17:24:41.808350086,4,3,1,17,,,,,65.49072,
6179,2019-09-27 17:24:41.848400116,4,4,1,31,,,,,,446.0
6180,2019-09-27 17:24:41.928349972,4,3,1,11,,98.0,,,,
6181,2019-09-27 17:24:41.948450089,4,4,1,12,,,2070.0,,,
6182,2019-09-27 17:24:41.968349934,4,3,1,13,,,,40.0,,
6183,2019-09-27 17:24:42.008349895,4,3,1,17,,,,,66.66720000000001,
6184,2019-09-27 17:24:42.048449993,4,4,1,31,,,,,,446.0
6185,2019-09-27 17:24:42.088399887,4,3,1,5,78.0,,,,,
6186,2019-09-27 17:24:42.128499985,4,3,1,11,,98.0,,,,
6187,2019-09-27 17:24:42.148499966,4,4,1,12,,,2116.0,,,
6188,2019-09-27 17:24:42.168400049,4,3,1,13,,,,40.0,,
6189,2019-09-27 17:24:42.208650112,4,3,1,17,,,,,67.84368,
6190,2019-09-27 17:24:42.248699903,4,4,1,31,,,,,,446.0
6191,2019-09-27 17:24:42.328399897,4,3,1,11,,99.0,,,,
6192,2019-09-27 17:24:42.348500013,4,4,1,12,,,2160.0,,,
6193,2019-09-27 17:24:42.368400097,4,3,1,13,,,,41.0,,
6194,2019-09-27 17:24:42.408499956,4,3,1,17,,,,,70.19664,
6195,2019-09-27 17:24:42.448400020,4,4,1,31,,,,,,447.0
6196,2019-09-27 17:24:42.528500080,4,3,1,11,,99.0,,,,
6197,2019-09-27 17:24:42.548500060,4,4,1,12,,,2210.0,,,
6198,2019-09-27 17:24:42.568500042,4,3,1,13,,,,42.0,,
6199,2019-09-27 17:24:42.608500004,4,3,1,17,,,,,73.33391999999999,
6200,2019-09-27 17:24:42.648400068,4,4,1,31,,,,,,447.0
6201,2019-09-27 17:24:42.728399992,4,3,1,11,,99.0,,,,
6202,2019-09-27 17:24:42.748500109,4,4,1,12,,,2241.0,,,
6203,2019-09-27 17:24:42.768399954,4,3,1,13,,,,43.0,,
6204,2019-09-27 17:24:42.808399916,4,3,1,17,,,,,75.68688,
6205,2019-09-27 17:24:42.848400116,4,4,1,31,,,,,,447.0
6206,2019-09-27 17:24:42.928699970,4,3,1,11,,99.0,,,,
6207,2019-09-27 17:24:42.948499918,4,4,1,12,,,2282.0,,,
6208,2019-09-27 17:24:42.969099998,4,3,1,13,,,,44.0,,
6209,2019-09-27 17:24:43.008450030,4,3,1,17,,,,,78.432,
6210,2019-09-27 17:24:43.048449993,4,4,1,31,,,,,,447.0
6211,2019-09-27 17:24:43.088449955,4,3,1,5,78.0,,,,,
6212,2019-09-27 17:24:43.128550053,4,3,1,11,,99.0,,,,
6213,2019-09-27 17:24:43.148550034,4,4,1,12,,,2329.0,,,
6214,2019-09-27 17:24:43.168450117,4,3,1,13,,,,45.0,,
6215,2019-09-27 17:24:43.208450079,4,3,1,17,,,,,83.13792000000002,
6216,2019-09-27 17:24:43.248600006,4,4,1,31,,,,,,447.0
6217,2019-09-27 17:24:43.328550000,4,3,1,11,,99.0,,,,
6218,2019-09-27 17:24:43.348550080,4,4,1,12,,,2362.0,,,
6219,2019-09-27 17:24:43.368449926,4,3,1,13,,,,46.0,,
6220,2019-09-27 17:24:43.408449888,4,3,1,17,,,,,82.74576,
6221,2019-09-27 17:24:43.448750019,4,4,1,31,,,,,,447.0
6222,2019-09-27 17:24:43.528450000,4,3,1,11,,98.0,,,,
6223,2019-09-27 17:24:43.548599958,4,4,1,12,,,2399.0,,,
6224,2019-09-27 17:24:43.568550000,4,3,1,13,,,,46.0,,
6225,2019-09-27 17:24:43.608550072,4,3,1,17,,,,,82.74576,
6226,2019-09-27 17:24:43.648600000,4,4,1,31,,,,,,448.0
6227,2019-09-27 17:24:43.728499889,4,3,1,11,,98.0,,,,
6228,2019-09-27 17:24:43.748549938,4,4,1,12,,,2444.0,,,
6229,2019-09-27 17:24:43.768450022,4,3,1,13,,,,47.0,,
6230,2019-09-27 17:24:43.808449984,4,3,1,17,,,,,82.74576,
6231,2019-09-27 17:24:43.848500013,4,4,1,31,,,,,,448.0
6232,2019-09-27 17:24:43.928600073,4,3,1,11,,98.0,,,,
6233,2019-09-27 17:24:43.948600054,4,4,1,12,,,2484.0,,,
6234,2019-09-27 17:24:43.968650103,4,3,1,13,,,,48.0,,
6235,2019-09-27 17:24:44.008650064,4,3,1,17,,,,,82.74576,
6236,2019-09-27 17:24:44.048850060,4,4,1,31,,,,,,448.0
6237,2019-09-27 17:24:44.088599920,4,3,1,5,78.0,,,,,
6238,2019-09-27 17:24:44.128499985,4,3,1,11,,98.0,,,,
6239,2019-09-27 17:24:44.148799896,4,4,1,12,,,2523.0,,,
6240,2019-09-27 17:24:44.168499947,4,3,1,13,,,,49.0,,
6241,2019-09-27 17:24:44.208549976,4,3,1,17,,,,,82.74576,
6242,2019-09-27 17:24:44.248549938,4,4,1,31,,,,,,448.0
6243,2019-09-27 17:24:44.328649998,4,3,1,11,,98.0,,,,
6244,2019-09-27 17:24:44.348550080,4,4,1,12,,,2573.0,,,
6245,2019-09-27 17:24:44.368449926,4,3,1,13,,,,49.0,,
6246,2019-09-27 17:24:44.408550024,4,3,1,17,,,,,82.74576,
6247,2019-09-27 17:24:44.448649883,4,4,1,31,,,,,,449.0
6248,2019-09-27 17:24:44.528549909,4,3,1,11,,98.0,,,,
6249,2019-09-27 17:24:44.548549890,4,4,1,12,,,2600.0,,,
6250,2019-09-27 17:24:44.569099903,4,3,1,13,,,,50.0,,
6251,2019-09-27 17:24:44.608500004,4,3,1,17,,,,,82.74576,
6252,2019-09-27 17:24:44.648699999,4,4,1,31,,,,,,449.0
6253,2019-09-27 17:24:44.728549957,4,3,1,11,,98.0,,,,
6254,2019-09-27 17:24:44.748650074,4,4,1,12,,,2640.0,,,
6255,2019-09-27 17:24:44.768549919,4,3,1,13,,,,51.0,,
6256,2019-09-27 17:24:44.808549880,4,3,1,17,,,,,82.74576,
6257,2019-09-27 17:24:44.848550080,4,4,1,31,,,,,,449.0
6258,2019-09-27 17:24:44.928550005,4,3,1,11,,98.0,,,,
6259,2019-09-27 17:24:44.948750019,4,4,1,12,,,2695.0,,,
6260,2019-09-27 17:24:44.968549967,4,3,1,13,,,,52.0,,
6261,2019-09-27 17:24:45.008599997,4,3,1,17,,,,,82.74576,
6262,2019-09-27 17:24:45.049249887,4,4,1,31,,,,,,449.0
6263,2019-09-27 17:24:45.088850020,4,3,1,5,78.0,,,,,
6264,2019-09-27 17:24:45.128700018,4,3,1,11,,98.0,,,,
6265,2019-09-27 17:24:45.148600000,4,4,1,12,,,2748.0,,,
6266,2019-09-27 17:24:45.168699980,4,3,1,13,,,,53.0,,
6267,2019-09-27 17:24:45.209249973,4,3,1,17,,,,,82.74576,
6268,2019-09-27 17:24:45.248600006,4,4,1,31,,,,,,449.0
6269,2019-09-27 17:24:45.328599930,4,3,1,11,,98.0,,,,
6270,2019-09-27 17:24:45.348850012,4,4,1,12,,,2803.0,,,
6271,2019-09-27 17:24:45.368599892,4,3,1,13,,,,54.0,,
6272,2019-09-27 17:24:45.408600092,4,3,1,17,,,,,82.74576,
6273,2019-09-27 17:24:45.448600054,4,4,1,31,,,,,,450.0
6274,2019-09-27 17:24:45.528700113,4,3,1,11,,98.0,,,,
6275,2019-09-27 17:24:45.548700094,4,4,1,12,,,2856.0,,,
6276,2019-09-27 17:24:45.568599939,4,3,1,13,,,,55.0,,
6277,2019-09-27 17:24:45.608700037,4,3,1,17,,,,,82.74576,
6278,2019-09-27 17:24:45.648699999,4,4,1,31,,,,,,450.0
6279,2019-09-27 17:24:45.728749990,4,3,1,11,,98.0,,,,
6280,2019-09-27 17:24:45.748650074,4,4,1,12,,,2905.0,,,
6281,2019-09-27 17:24:45.768850088,4,3,1,13,,,,56.0,,
6282,2019-09-27 17:24:45.808799982,4,3,1,17,,,,,82.74576,
6283,2019-09-27 17:24:45.848649979,4,4,1,31,,,,,,450.0
6284,2019-09-27 17:24:45.928600073,4,3,1,11,,98.0,,,,
6285,2019-09-27 17:24:45.948899984,4,4,1,12,,,2955.0,,,
6286,2019-09-27 17:24:45.968650103,4,3,1,13,,,,57.0,,
6287,2019-09-27 17:24:46.008650064,4,3,1,17,,,,,82.74576,
6288,2019-09-27 17:24:46.048749924,4,4,1,31,,,,,,450.0
6289,2019-09-27 17:24:46.088749886,4,3,1,5,79.0,,,,,
6290,2019-09-27 17:24:46.128649950,4,3,1,11,,98.0,,,,
6291,2019-09-27 17:24:46.148649930,4,4,1,12,,,2994.0,,,
6292,2019-09-27 17:24:46.168649912,4,3,1,13,,,,58.0,,
6293,2019-09-27 17:24:46.208699942,4,3,1,17,,,,,82.74576,
6294,2019-09-27 17:24:46.248749970,4,4,1,31,,,,,,450.0
